sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName		targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime		referenceDoi	referenceUrl	referenceCitation
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-27		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-29		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-18		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-18		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-09-22		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-05		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-05		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-05		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
	NCBI:txid202808	Vespa velutina							http://purl.obolibrary.org/obo/RO_0002470	eats		NCBI:txid7460	Apis mellifera										south-west of France					2009-10-05		10.1080/00379271.2020.1867005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100860734&doi=10.1080%2f00379271.2020.1867005&partnerID=40&md5=298e3ba22926d456b058dd15213b0418	Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005
